customer_id,tenure_months,past_payment_count,past_failure_count,preferred_channel,opted_out,lifetime_value
CUST_00193,1,1,0,whatsapp,False,1359
CUST_00194,1,1,0,whatsapp,False,2128
CUST_00195,3,1,0,whatsapp,False,817
CUST_00196,3,1,0,whatsapp,False,1926
CUST_00197,3,3,0,sms,False,6928
CUST_00198,3,2,0,whatsapp,False,6305
CUST_00199,36,12,1,sms,False,33733
CUST_00200,6,4,0,whatsapp,False,2679
CUST_00201,3,1,0,sms,False,620
CUST_00202,12,12,1,email,False,22123
CUST_00203,24,23,0,whatsapp,False,42086
CUST_00204,6,6,0,whatsapp,False,6792
CUST_00205,12,5,1,email,False,11860
CUST_00206,1,1,0,sms,False,1544
CUST_00207,24,4,0,whatsapp,False,2489
CUST_00208,3,2,0,whatsapp,False,3910
CUST_00209,12,10,0,whatsapp,False,13687
CUST_00210,6,4,0,email,False,9341
CUST_00211,36,29,3,email,False,32991
CUST_00212,1,1,0,email,False,2503
CUST_00213,12,12,0,sms,False,21389
CUST_00214,12,7,0,whatsapp,False,19506
CUST_00215,24,13,0,sms,False,15299
CUST_00216,36,32,4,whatsapp,False,48404
CUST_00217,1,1,0,sms,False,2631
CUST_00218,12,11,0,whatsapp,False,5657
CUST_00219,12,8,1,whatsapp,False,23943
CUST_00220,1,1,0,email,False,2902
CUST_00221,1,1,0,whatsapp,False,2788
CUST_00222,6,2,0,whatsapp,False,2821
CUST_00223,12,10,0,sms,False,5849
CUST_00224,3,3,0,sms,False,6589
CUST_00225,1,1,0,whatsapp,False,2716
CUST_00226,12,8,0,whatsapp,False,12266
CUST_00227,1,1,0,whatsapp,False,2324
CUST_00228,6,6,0,sms,False,6721
CUST_00229,12,10,1,whatsapp,False,32648
CUST_00230,3,1,0,sms,False,1654
CUST_00231,12,7,0,whatsapp,False,11515
CUST_00232,24,24,1,email,False,37338
CUST_00233,6,3,0,whatsapp,False,2929
CUST_00234,3,1,0,email,False,2711
CUST_00235,3,2,0,email,False,5551
CUST_00236,3,2,0,sms,False,1968
CUST_00237,6,5,0,whatsapp,True,14625
CUST_00238,1,1,0,whatsapp,False,1036
CUST_00239,12,11,1,whatsapp,False,10566
CUST_00240,6,5,0,email,False,3078
CUST_00241,1,1,0,sms,False,2203
CUST_00242,36,34,5,sms,False,23753
CUST_00243,1,1,0,sms,False,1923
CUST_00244,1,1,0,whatsapp,True,3163
CUST_00245,6,5,0,whatsapp,False,17279
CUST_00246,1,1,0,sms,False,685
CUST_00247,12,10,0,whatsapp,False,21882
CUST_00248,24,16,1,whatsapp,False,38443
CUST_00249,1,1,0,whatsapp,True,3064
CUST_00250,3,2,0,whatsapp,False,3421
CUST_00251,24,14,3,whatsapp,False,34340
CUST_00252,24,24,3,email,False,39827
CUST_00253,1,1,0,whatsapp,False,1642
CUST_00254,24,24,5,sms,False,78279
CUST_00255,1,1,0,email,False,1292
CUST_00256,12,8,1,whatsapp,False,5562
CUST_00257,6,3,0,sms,False,6132
CUST_00258,12,9,0,sms,True,10860
CUST_00259,6,5,1,whatsapp,False,8454
CUST_00260,1,1,0,whatsapp,False,951
CUST_00261,6,4,0,whatsapp,False,9211
CUST_00262,6,5,0,sms,False,3668
CUST_00263,6,3,0,sms,False,9303
CUST_00264,6,3,0,sms,False,1347
CUST_00265,6,6,0,sms,False,15663
CUST_00266,1,1,0,whatsapp,False,3310
CUST_00267,12,11,2,whatsapp,False,14031
CUST_00268,1,1,0,sms,False,544
CUST_00269,24,12,1,whatsapp,False,32050
CUST_00270,1,1,0,sms,False,1681
CUST_00271,12,8,0,whatsapp,False,19576
CUST_00272,24,17,1,sms,False,8748
CUST_00273,36,35,1,whatsapp,False,52460
CUST_00274,12,12,2,whatsapp,False,16995
CUST_00275,6,6,0,email,False,5084
CUST_00276,1,1,0,sms,False,2852
CUST_00277,12,6,1,whatsapp,False,10768
CUST_00278,3,3,0,sms,False,2961
CUST_00279,1,1,0,sms,False,924
CUST_00280,1,1,0,whatsapp,False,1663
CUST_00281,24,11,2,sms,False,20842
CUST_00282,12,12,1,whatsapp,False,14522
CUST_00283,1,1,0,whatsapp,False,1494
CUST_00284,3,3,0,sms,False,7774
CUST_00285,3,2,0,sms,False,6950
CUST_00286,6,4,0,email,False,2523
CUST_00287,36,25,4,whatsapp,False,54867
CUST_00288,1,1,0,email,False,1452
CUST_00289,12,10,0,whatsapp,False,27385
CUST_00290,12,12,1,sms,False,40626
CUST_00291,3,2,0,sms,False,2005
CUST_00292,12,11,2,email,False,34353
CUST_00293,24,22,4,sms,False,40899
CUST_00294,3,1,0,sms,False,2171
CUST_00295,3,3,0,sms,False,5968
CUST_00296,24,24,2,whatsapp,False,58354
CUST_00297,12,11,1,whatsapp,False,24093
CUST_00298,12,12,2,email,False,19331
CUST_00299,1,1,0,email,False,886
CUST_00300,24,24,5,email,False,52464
CUST_00301,6,5,0,email,False,11735
CUST_00302,1,1,0,whatsapp,False,3052
CUST_00303,12,12,0,whatsapp,False,6081
CUST_00304,36,15,0,whatsapp,False,47026
CUST_00305,6,5,1,whatsapp,False,3043
CUST_00306,6,4,0,whatsapp,False,4484
CUST_00307,12,10,2,whatsapp,False,4734
CUST_00308,12,7,0,sms,False,20837
CUST_00309,12,8,1,sms,False,24380
CUST_00310,24,23,5,whatsapp,False,54906
CUST_00311,12,10,1,whatsapp,False,18119
CUST_00312,3,3,0,whatsapp,False,7116
CUST_00313,6,4,0,sms,False,11013
CUST_00314,12,12,2,email,False,17337
CUST_00315,24,20,3,whatsapp,False,33613
CUST_00316,1,1,0,email,False,796
CUST_00317,24,20,3,sms,False,37530
CUST_00318,6,4,0,sms,False,2687
CUST_00319,36,36,4,whatsapp,False,30679
CUST_00320,1,1,0,whatsapp,False,3451
CUST_00321,24,24,3,sms,False,61379
CUST_00322,1,1,0,whatsapp,False,3406
CUST_00323,3,2,0,whatsapp,False,3960
CUST_00324,6,6,0,whatsapp,False,15675
CUST_00325,1,1,0,whatsapp,False,2443
CUST_00326,3,2,0,sms,False,3167
CUST_00327,1,1,0,sms,False,640
CUST_00328,24,24,3,whatsapp,False,50634
CUST_00329,12,7,1,whatsapp,False,8785
CUST_00330,36,29,3,whatsapp,False,57899
CUST_00331,12,12,1,sms,False,36026
CUST_00332,1,1,0,whatsapp,False,2308
CUST_00333,3,2,0,whatsapp,False,1803
CUST_00334,1,1,0,whatsapp,False,1133
CUST_00335,3,2,0,whatsapp,False,1923
CUST_00336,12,11,0,sms,False,18656
CUST_00337,6,4,0,sms,False,12601
CUST_00338,24,24,5,email,False,62969
CUST_00339,12,12,0,sms,False,12902
CUST_00340,3,3,0,sms,False,6171
CUST_00341,12,10,2,sms,False,22031
CUST_00342,1,1,0,sms,False,1160
CUST_00343,36,18,3,sms,False,18489
CUST_00344,1,1,0,email,False,3141
CUST_00345,3,3,0,sms,False,7354
CUST_00346,3,2,0,whatsapp,False,2867
CUST_00347,24,19,1,whatsapp,False,55839
CUST_00348,1,1,0,sms,False,2705
CUST_00349,6,6,1,whatsapp,False,10280
CUST_00350,1,1,0,whatsapp,True,1274
CUST_00351,6,1,0,whatsapp,False,2578
CUST_00352,12,11,2,whatsapp,False,26612
CUST_00353,6,6,1,sms,False,8235
CUST_00354,6,5,1,sms,False,15094
CUST_00355,6,4,0,whatsapp,False,7364
CUST_00356,12,12,2,whatsapp,False,22410
CUST_00357,6,5,0,whatsapp,False,12739
CUST_00358,1,1,0,whatsapp,True,1796
CUST_00359,6,5,0,whatsapp,False,8360
CUST_00360,24,22,3,whatsapp,False,42654
CUST_00361,3,3,0,whatsapp,False,5056
CUST_00362,12,7,1,whatsapp,False,14798
CUST_00363,24,17,2,sms,False,48224
CUST_00364,1,1,0,sms,False,1563
CUST_00365,1,1,0,sms,False,1081
CUST_00366,12,12,1,email,False,32591
CUST_00367,3,3,0,sms,False,4659
CUST_00368,6,6,0,sms,False,17330
CUST_00369,1,1,0,sms,False,1641
CUST_00370,3,2,0,email,False,6591
CUST_00371,36,35,4,sms,False,76700
CUST_00372,3,3,0,email,False,4099
CUST_00373,3,2,0,whatsapp,False,3913
CUST_00374,1,1,0,whatsapp,False,714
CUST_00375,24,17,0,whatsapp,False,16155
CUST_00376,12,3,0,email,False,5724
CUST_00377,12,5,0,whatsapp,False,16799
CUST_00378,6,5,1,whatsapp,False,17026
CUST_00379,12,11,0,whatsapp,False,33692
CUST_00380,12,12,1,whatsapp,False,9847
CUST_00381,6,5,0,whatsapp,False,6687
CUST_00382,3,2,0,sms,False,4981
CUST_00383,1,1,0,whatsapp,False,572
CUST_00384,6,3,0,whatsapp,False,5784
CUST_00385,6,6,0,email,False,18318
CUST_00386,12,10,2,whatsapp,False,8012
CUST_00387,6,6,0,sms,False,3755
CUST_00388,3,2,0,whatsapp,False,4188
CUST_00389,3,1,0,whatsapp,False,1094
CUST_00390,3,1,0,sms,False,2675
CUST_00391,1,1,0,whatsapp,False,3034
CUST_00392,3,2,0,sms,False,4449
CUST_00393,1,1,0,whatsapp,False,2679
CUST_00394,36,23,4,sms,False,67407
CUST_00395,1,1,0,sms,True,2287
CUST_00396,24,23,2,whatsapp,False,46198
CUST_00397,3,3,0,whatsapp,False,5537
CUST_00398,1,1,0,email,False,530
CUST_00399,24,18,3,email,False,25420
CUST_00400,6,5,0,sms,False,5481
CUST_00401,3,2,0,sms,False,5343
CUST_00402,3,2,0,sms,False,6896
CUST_00403,6,3,0,sms,False,4501
CUST_00404,6,5,0,sms,False,10744
CUST_00405,1,1,0,email,False,3244
CUST_00406,24,18,0,whatsapp,False,31997
CUST_00407,6,6,1,sms,False,14697
CUST_00408,6,3,0,whatsapp,False,5703
CUST_00409,6,5,0,whatsapp,False,13992
CUST_00410,3,3,0,whatsapp,False,5011
CUST_00411,6,3,0,sms,False,9195
CUST_00412,12,10,1,sms,False,6290
CUST_00413,3,3,0,sms,False,10192
CUST_00414,12,9,1,email,False,8322
CUST_00415,1,1,0,whatsapp,False,1370
CUST_00416,12,9,1,sms,False,11808
CUST_00417,1,1,0,sms,False,1366
CUST_00418,12,11,0,whatsapp,False,7041
CUST_00419,12,12,0,whatsapp,False,10931
CUST_00420,24,24,5,email,False,62524
CUST_00421,12,6,0,whatsapp,True,8173
CUST_00422,6,6,1,whatsapp,True,2936
CUST_00423,6,5,0,email,False,14984
CUST_00424,6,3,0,sms,False,2926
CUST_00425,3,2,0,email,False,2628
CUST_00426,12,7,1,whatsapp,False,20036
CUST_00427,1,1,0,whatsapp,False,3230
CUST_00428,6,6,1,email,False,2931
CUST_00429,3,3,0,whatsapp,False,4405
CUST_00430,6,3,0,whatsapp,False,4360
CUST_00431,12,12,1,sms,False,8572
CUST_00432,3,2,0,whatsapp,False,4096
CUST_00433,3,3,0,sms,False,1362
CUST_00434,6,5,0,whatsapp,False,17141
CUST_00435,3,3,0,whatsapp,False,8438
CUST_00436,12,12,1,whatsapp,False,19272
CUST_00437,3,2,0,whatsapp,True,4674
CUST_00438,12,9,1,sms,False,6547
CUST_00439,6,5,1,whatsapp,False,11592
CUST_00440,1,1,0,sms,False,3172
CUST_00441,36,32,1,whatsapp,False,83824
CUST_00442,1,1,0,whatsapp,False,923
CUST_00443,1,1,0,whatsapp,False,1302
CUST_00444,12,9,2,whatsapp,False,8354
CUST_00445,12,9,1,email,False,27035
CUST_00446,3,2,0,whatsapp,False,2319
CUST_00447,1,1,0,whatsapp,False,1910
CUST_00448,36,36,4,sms,False,66908
CUST_00449,12,9,0,sms,False,25524
CUST_00450,12,7,1,sms,False,9197
CUST_00451,24,21,1,whatsapp,False,15003
CUST_00452,6,5,0,whatsapp,False,14181
CUST_00453,24,19,0,whatsapp,True,37298
CUST_00454,24,23,3,sms,False,33428
CUST_00455,24,20,3,sms,False,9625
CUST_00456,6,6,0,whatsapp,False,16162
CUST_00457,12,11,0,sms,False,4647
CUST_00458,12,11,0,whatsapp,False,26938
CUST_00459,24,21,2,whatsapp,False,18697
CUST_00460,3,2,0,email,False,1309
CUST_00461,1,1,0,sms,False,964
CUST_00462,12,11,1,email,False,31918
CUST_00463,3,2,0,sms,False,3929
CUST_00464,1,1,0,whatsapp,False,2728
CUST_00465,12,12,2,sms,False,28834
CUST_00466,6,6,0,sms,False,10851
CUST_00467,24,23,2,whatsapp,False,29178
CUST_00468,6,5,0,whatsapp,False,7930
CUST_00469,12,12,0,whatsapp,True,39989
CUST_00470,3,3,0,email,False,6932
CUST_00471,6,5,0,sms,False,11268
CUST_00472,6,4,0,whatsapp,False,13792
CUST_00473,36,22,2,email,False,67448
CUST_00474,12,12,1,email,False,25630
CUST_00475,36,11,1,whatsapp,False,4631
CUST_00476,1,1,0,email,False,1663
CUST_00477,12,12,0,whatsapp,False,40645
CUST_00478,1,1,0,email,False,2902
CUST_00479,3,3,0,whatsapp,False,9724
CUST_00480,3,2,0,whatsapp,False,947
CUST_00481,3,2,0,sms,False,6216
CUST_00482,12,12,1,whatsapp,False,28094
CUST_00483,3,3,0,email,False,2905
CUST_00484,24,20,3,whatsapp,False,46149
CUST_00485,3,2,0,sms,False,3521
CUST_00486,6,4,0,sms,False,9390
CUST_00487,1,1,0,email,False,464
CUST_00488,3,1,0,whatsapp,False,3191
CUST_00489,6,4,0,whatsapp,False,9870
CUST_00490,12,12,0,whatsapp,False,10455
CUST_00491,36,36,2,email,False,120041
CUST_00492,6,6,1,sms,False,12080
CUST_00493,6,5,0,whatsapp,False,14448
CUST_00494,24,21,0,whatsapp,False,60574
CUST_00495,3,1,0,sms,False,1875
CUST_00496,1,1,0,whatsapp,False,1284
CUST_00497,24,21,3,whatsapp,False,25484
CUST_00498,6,4,0,whatsapp,True,3328
CUST_00499,12,7,1,sms,False,4096
CUST_00500,3,2,0,email,False,6816
CUST_00501,12,12,0,whatsapp,False,35291
CUST_00502,1,1,0,sms,False,1895
CUST_00503,1,1,0,sms,False,2763
CUST_00504,12,12,1,whatsapp,False,16949
CUST_00505,6,3,0,whatsapp,False,8852
CUST_00506,12,12,1,sms,False,12568
CUST_00507,3,1,0,sms,False,2419
CUST_00508,6,6,0,whatsapp,False,6425
CUST_00509,1,1,0,email,False,1555
CUST_00510,6,6,1,sms,True,12876
CUST_00511,3,3,0,sms,False,8736
CUST_00512,12,4,0,whatsapp,False,11114
CUST_00513,6,5,1,whatsapp,False,14763
CUST_00514,24,24,1,sms,False,47135
CUST_00515,6,4,0,whatsapp,False,9223
CUST_00516,1,1,0,email,False,2722
CUST_00517,6,5,0,sms,False,7136
CUST_00518,12,12,0,sms,False,40016
CUST_00519,1,1,0,whatsapp,False,3489
CUST_00520,1,1,0,whatsapp,False,1871
CUST_00521,6,4,0,sms,False,13141
CUST_00522,6,5,1,sms,False,7069
CUST_00523,6,3,0,email,False,4441
CUST_00524,6,5,0,email,False,5188
CUST_00525,3,2,0,email,False,3753
CUST_00526,3,2,0,whatsapp,False,4633
CUST_00527,1,1,0,sms,False,2196
CUST_00528,12,12,1,whatsapp,False,27155
CUST_00529,6,5,0,whatsapp,False,16092
CUST_00530,1,1,0,sms,False,1804
CUST_00531,6,6,1,sms,False,6969
CUST_00532,1,1,0,whatsapp,False,1570
CUST_00533,6,4,0,sms,False,6157
CUST_00534,1,1,0,whatsapp,False,1842
CUST_00535,36,36,4,whatsapp,False,117293
CUST_00536,12,12,2,whatsapp,False,7303
CUST_00537,1,1,0,email,True,605
CUST_00538,3,3,0,whatsapp,False,6684
CUST_00539,12,12,1,sms,False,22699
CUST_00540,3,1,0,whatsapp,True,2075
CUST_00541,12,6,0,sms,False,20878
CUST_00542,3,2,0,whatsapp,False,5803
CUST_00543,1,1,0,whatsapp,False,3306
CUST_00544,1,1,0,whatsapp,False,3463
CUST_00545,6,5,1,email,False,11489
CUST_00546,6,4,0,sms,False,12814
CUST_00547,12,11,2,sms,False,14205
CUST_00548,6,5,0,sms,False,16441
CUST_00549,1,1,0,sms,False,1495
CUST_00550,3,1,0,sms,False,2916
CUST_00551,1,1,0,email,False,1688
CUST_00552,1,1,0,sms,False,1576
CUST_00553,3,2,0,sms,False,6017
CUST_00554,6,3,0,sms,False,6419
CUST_00555,3,1,0,sms,False,584
CUST_00556,12,9,1,sms,False,31448
CUST_00557,6,6,0,sms,False,18581
CUST_00558,12,10,1,sms,False,10228
CUST_00559,1,1,0,sms,False,595
CUST_00560,1,1,0,sms,False,1178
CUST_00561,6,5,0,email,False,15431
CUST_00562,6,6,1,sms,False,7553
CUST_00563,24,20,1,sms,False,46356
CUST_00564,1,1,0,whatsapp,False,2612
CUST_00565,6,5,0,whatsapp,False,2833
CUST_00566,6,4,0,whatsapp,False,2145
CUST_00567,24,24,0,sms,False,16910
CUST_00568,3,2,0,sms,False,2591
CUST_00569,3,2,0,whatsapp,False,5893
CUST_00570,3,1,0,whatsapp,False,785
CUST_00571,12,10,1,sms,False,17013
CUST_00572,1,1,0,whatsapp,False,2517
CUST_00573,36,36,8,whatsapp,False,21266
CUST_00574,1,1,0,whatsapp,False,2840
CUST_00575,6,4,0,whatsapp,False,12313
CUST_00576,1,1,0,sms,False,2030
CUST_00577,3,2,0,email,False,6115
CUST_00578,1,1,0,email,False,1029
CUST_00579,12,11,2,sms,False,8349
CUST_00580,1,1,0,email,False,601
CUST_00581,12,9,1,whatsapp,False,27432
CUST_00582,24,13,2,whatsapp,False,27925
CUST_00583,3,3,0,whatsapp,False,6037
CUST_00584,1,1,0,sms,False,3262
CUST_00585,12,12,0,email,False,35770
CUST_00586,1,1,0,whatsapp,False,1664
CUST_00587,1,1,0,whatsapp,False,1468
CUST_00588,36,21,3,sms,False,33126
CUST_00589,1,1,0,whatsapp,False,2055
CUST_00590,12,12,2,whatsapp,False,20647
CUST_00591,12,10,1,whatsapp,False,33084
CUST_00592,1,1,0,email,False,2168
CUST_00593,1,1,0,whatsapp,False,3422
CUST_00594,3,2,0,whatsapp,False,2015
CUST_00595,24,18,2,whatsapp,False,51311
CUST_00596,24,14,2,email,False,13522
CUST_00597,24,22,4,whatsapp,False,20932
CUST_00598,12,12,2,email,False,5381
CUST_00599,3,2,0,sms,False,2816
CUST_00600,36,36,1,whatsapp,False,83114
CUST_00601,6,3,0,whatsapp,False,8568
CUST_00602,1,1,0,email,False,2918
CUST_00603,24,8,0,sms,True,8261
CUST_00604,1,1,0,whatsapp,False,1543
CUST_00605,6,3,0,whatsapp,False,2009
CUST_00606,6,6,0,whatsapp,False,12618
CUST_00607,12,11,2,whatsapp,False,26812
CUST_00608,12,11,0,whatsapp,False,36518
CUST_00609,24,12,1,whatsapp,False,23040
CUST_00610,3,2,0,email,False,4015
CUST_00611,24,24,4,email,False,17745
CUST_00612,3,1,0,sms,False,1857
CUST_00613,1,1,0,whatsapp,False,2641
CUST_00614,3,2,0,whatsapp,False,4677
CUST_00615,12,9,0,whatsapp,False,7176
CUST_00616,1,1,0,sms,False,590
CUST_00617,6,5,1,whatsapp,False,15842
CUST_00618,12,5,0,sms,False,14284
CUST_00619,3,2,0,sms,False,6195
CUST_00620,24,21,2,whatsapp,False,37009
CUST_00621,1,1,0,sms,False,460
CUST_00622,24,21,2,whatsapp,False,49991
CUST_00623,1,1,0,whatsapp,False,2476
CUST_00624,1,1,0,email,False,1129
