payment_id,customer_id,amount,method,failed_at,error_reason,failure_class,has_active_mandate,attempt_number,invoice_due_date,arm
PAY_00046,CUST_00144,130,card,2026-08-03T14:06:00,bank_technical_error,technical_downtime,True,1,2026-08-10,treatment
PAY_00047,CUST_00235,6842,netbanking,2026-08-24T01:13:00,payment_timed_out,session_expiry,True,1,2026-08-28,treatment
PAY_00048,CUST_00515,181,upi,2026-08-23T14:42:00,card_declined,issuer_decline,True,1,2026-08-29,treatment
PAY_00049,CUST_00190,778,card,2026-08-27T09:02:00,payment_cancelled,session_expiry,True,1,2026-08-30,control
PAY_00050,CUST_00723,453,netbanking,2026-08-11T06:46:00,credit_limit_exceeded,limit_exceeded,True,1,2026-08-17,treatment
PAY_00051,CUST_00621,366,card,2026-08-22T22:01:00,server_error,technical_downtime,True,1,2026-08-27,treatment
PAY_00052,CUST_00026,15492,card,2026-08-27T19:49:00,incorrect_cvv,customer_input_error,True,1,2026-09-03,treatment
PAY_00053,CUST_00009,2008,upi,2026-08-22T20:47:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-27,treatment
PAY_00054,CUST_00600,4220,card,2026-08-01T07:53:00,incorrect_card_expiry_date,customer_input_error,True,1,2026-08-04,control
PAY_00055,CUST_00179,5539,card,2026-08-05T15:06:00,card_expired,instrument_invalid,False,1,2026-08-06,treatment
PAY_00056,CUST_00168,2214,card,2026-08-10T05:39:00,bank_cutoff_in_progress,technical_downtime,True,1,2026-08-11,treatment
PAY_00057,CUST_00008,481,netbanking,2026-08-28T05:11:00,transaction_daily_limit_exceeded,limit_exceeded,False,1,2026-09-01,control
PAY_00058,CUST_00079,539,netbanking,2026-08-18T00:55:00,bank_not_available,technical_downtime,True,1,2026-08-18,treatment
PAY_00059,CUST_00033,1019,netbanking,2026-08-07T06:11:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-14,control
PAY_00060,CUST_00454,59560,card,2026-08-08T17:00:00,insufficient_funds,insufficient_funds,False,1,2026-08-10,treatment
PAY_00061,CUST_00627,1738,card,2026-08-18T10:06:00,user_not_eligible,issuer_decline,True,1,2026-08-25,control
PAY_00062,CUST_00163,8827,card,2026-08-04T12:14:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-10,treatment
PAY_00063,CUST_00661,1228,upi,2026-08-06T14:55:00,insufficient_funds,insufficient_funds,True,1,2026-08-11,control
PAY_00064,CUST_00517,8672,card,2026-08-14T09:52:00,payment_failed,issuer_decline,True,1,2026-08-14,treatment
PAY_00065,CUST_00105,9906,netbanking,2026-08-27T05:38:00,incorrect_otp,customer_input_error,True,1,2026-08-30,treatment
PAY_00066,CUST_00555,277,card,2026-08-02T18:14:00,incorrect_cvv,customer_input_error,False,1,2026-08-04,treatment
PAY_00067,CUST_00383,963,upi,2026-08-26T10:22:00,card_expired,instrument_invalid,True,1,2026-08-26,treatment
PAY_00068,CUST_00516,418,card,2026-08-26T17:18:00,user_not_eligible,issuer_decline,False,1,2026-08-29,treatment
PAY_00069,CUST_00436,478,upi,2026-08-26T17:01:00,bank_cutoff_in_progress,technical_downtime,True,1,2026-08-30,control
PAY_00070,CUST_00058,18775,card,2026-08-11T19:25:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-14,treatment
PAY_00071,CUST_00077,3993,card,2026-08-10T18:23:00,payment_collect_request_expired,session_expiry,True,1,2026-08-11,treatment
PAY_00072,CUST_00350,327,card,2026-08-26T03:37:00,incorrect_cvv,customer_input_error,True,1,2026-09-01,control
PAY_00073,CUST_00280,9919,netbanking,2026-08-05T21:54:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-11,control
PAY_00074,CUST_00234,169,card,2026-08-19T18:10:00,server_error,technical_downtime,True,1,2026-08-22,treatment
PAY_00075,CUST_00325,715,netbanking,2026-08-07T23:49:00,gateway_technical_error,technical_downtime,True,1,2026-08-14,treatment
PAY_00076,CUST_00477,814,upi,2026-08-05T11:44:00,incorrect_pin,customer_input_error,True,1,2026-08-09,treatment
PAY_00077,CUST_00717,1119,card,2026-08-26T03:37:00,bank_account_invalid,instrument_invalid,False,1,2026-09-02,treatment
PAY_00078,CUST_00203,3280,netbanking,2026-08-08T05:37:00,psp_not_registered,instrument_invalid,False,1,2026-08-10,treatment
PAY_00079,CUST_00681,1235,upi,2026-08-14T08:03:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-16,treatment
PAY_00080,CUST_00447,2014,card,2026-08-16T04:25:00,mandate_creation_declined,mandate_failure,False,1,2026-08-18,treatment
PAY_00081,CUST_00652,3914,card,2026-08-24T11:05:00,debit_declined,issuer_decline,True,1,2026-08-25,treatment
PAY_00082,CUST_00679,4045,netbanking,2026-08-13T05:48:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-13,control
PAY_00083,CUST_00166,1740,card,2026-08-09T02:18:00,insufficient_funds,insufficient_funds,True,1,2026-08-16,control
PAY_00084,CUST_00000,283,upi,2026-08-27T10:52:00,insufficient_funds,insufficient_funds,False,1,2026-08-27,control
PAY_00085,CUST_00086,3813,card,2026-08-08T11:48:00,incorrect_cvv,customer_input_error,True,1,2026-08-11,treatment
PAY_00086,CUST_00021,3408,upi,2026-08-05T14:31:00,card_expired,instrument_invalid,True,1,2026-08-05,treatment
PAY_00087,CUST_00132,392,card,2026-08-07T22:33:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-08,treatment
PAY_00088,CUST_00150,157,upi,2026-08-22T03:13:00,card_declined,issuer_decline,False,1,2026-08-28,treatment
PAY_00089,CUST_00732,902,card,2026-08-12T08:57:00,server_error,technical_downtime,True,1,2026-08-17,treatment
PAY_00090,CUST_00032,2868,upi,2026-08-23T06:50:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-30,treatment
PAY_00091,CUST_00451,456,card,2026-08-03T15:39:00,psp_app_not_available,technical_downtime,True,1,2026-08-07,control
PAY_00092,CUST_00224,1672,netbanking,2026-08-14T10:50:00,insufficient_funds,insufficient_funds,True,1,2026-08-16,treatment
PAY_00093,CUST_00548,584,card,2026-08-08T12:53:00,insufficient_funds,insufficient_funds,True,1,2026-08-14,treatment
PAY_00094,CUST_00668,1781,card,2026-08-01T19:21:00,psp_app_not_available,technical_downtime,True,1,2026-08-07,treatment
PAY_00095,CUST_00617,138,upi,2026-08-26T01:37:00,psp_app_not_available,technical_downtime,True,1,2026-09-01,treatment
PAY_00096,CUST_00535,8664,netbanking,2026-08-07T14:03:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-12,treatment
PAY_00097,CUST_00478,2306,upi,2026-08-13T07:25:00,bank_not_available,technical_downtime,True,1,2026-08-13,treatment
PAY_00098,CUST_00712,1430,card,2026-08-27T03:00:00,pin_attempts_exceeded,temporary_lockout,True,1,2026-09-02,treatment
PAY_00099,CUST_00345,316,card,2026-08-08T22:15:00,user_not_registered_for_netbanking,instrument_invalid,True,1,2026-08-15,treatment
PAY_00100,CUST_00717,5861,upi,2026-08-04T17:59:00,card_declined,issuer_decline,True,1,2026-08-05,treatment
PAY_00101,CUST_00462,1884,upi,2026-08-17T13:21:00,payment_session_expired,session_expiry,True,1,2026-08-23,treatment
PAY_00102,CUST_00173,8577,upi,2026-08-23T19:55:00,incorrect_card_expiry_date,customer_input_error,False,1,2026-08-23,treatment
PAY_00103,CUST_00584,7095,upi,2026-08-27T03:44:00,vpa_resolution_failed,technical_downtime,True,1,2026-09-02,treatment
PAY_00104,CUST_00210,2335,netbanking,2026-08-02T02:25:00,transaction_frequency_limit_exceeded,limit_exceeded,True,1,2026-08-04,treatment
PAY_00105,CUST_00630,815,card,2026-08-19T17:59:00,gateway_technical_error,technical_downtime,True,1,2026-08-22,treatment
PAY_00106,CUST_00006,399,upi,2026-08-27T09:39:00,payment_collect_request_expired,session_expiry,True,1,2026-08-30,treatment
PAY_00107,CUST_00334,50009,card,2026-08-21T19:44:00,insufficient_funds,insufficient_funds,True,1,2026-08-27,treatment
PAY_00108,CUST_00551,7099,card,2026-08-01T11:16:00,insufficient_funds,insufficient_funds,False,1,2026-08-04,treatment
PAY_00109,CUST_00710,1465,card,2026-08-24T02:29:00,incorrect_pin,customer_input_error,True,1,2026-08-28,treatment
PAY_00110,CUST_00351,48071,upi,2026-08-17T18:55:00,card_expired,instrument_invalid,True,1,2026-08-18,treatment
PAY_00111,CUST_00459,1791,card,2026-08-04T15:03:00,debit_declined,issuer_decline,False,1,2026-08-04,treatment
PAY_00112,CUST_00530,839,upi,2026-08-28T02:29:00,incorrect_cvv,customer_input_error,True,1,2026-09-01,treatment
PAY_00113,CUST_00334,47975,netbanking,2026-08-01T21:54:00,payment_failed,issuer_decline,True,1,2026-08-03,treatment
PAY_00114,CUST_00282,8391,card,2026-08-14T17:00:00,issuer_technical_error,technical_downtime,False,1,2026-08-21,treatment
PAY_00115,CUST_00543,21483,upi,2026-08-01T07:39:00,bank_not_available,technical_downtime,True,1,2026-08-05,treatment
PAY_00116,CUST_00390,9668,card,2026-08-06T20:16:00,card_number_invalid,customer_input_error,False,1,2026-08-06,treatment
PAY_00117,CUST_00677,15899,card,2026-08-05T09:10:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-08,treatment
PAY_00118,CUST_00187,620,upi,2026-08-09T18:28:00,payment_cancelled,session_expiry,False,1,2026-08-09,control
PAY_00119,CUST_00248,212,upi,2026-08-05T22:19:00,insufficient_funds,insufficient_funds,True,1,2026-08-12,treatment
PAY_00120,CUST_00285,1619,upi,2026-08-08T12:52:00,incorrect_pin,customer_input_error,True,1,2026-08-15,treatment
PAY_00121,CUST_00378,972,upi,2026-08-23T12:26:00,insufficient_funds,insufficient_funds,False,1,2026-08-29,treatment
PAY_00122,CUST_00381,168,upi,2026-08-19T15:58:00,incorrect_pin,customer_input_error,False,1,2026-08-21,control
PAY_00123,CUST_00634,390,upi,2026-08-13T13:25:00,bank_not_available,technical_downtime,False,1,2026-08-15,treatment
PAY_00124,CUST_00561,6716,upi,2026-08-11T17:47:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-13,treatment
PAY_00125,CUST_00012,227,card,2026-08-08T08:33:00,insufficient_funds,insufficient_funds,True,1,2026-08-11,treatment
PAY_00126,CUST_00158,52753,upi,2026-08-13T00:01:00,card_expired,instrument_invalid,False,1,2026-08-19,control
PAY_00127,CUST_00068,244,card,2026-08-10T23:41:00,bank_account_invalid,instrument_invalid,False,1,2026-08-13,treatment
PAY_00128,CUST_00329,1606,card,2026-08-21T17:30:00,otp_attempts_exceeded,temporary_lockout,True,1,2026-08-23,treatment
PAY_00129,CUST_00726,41750,card,2026-08-02T16:11:00,incorrect_cvv,customer_input_error,True,1,2026-08-03,treatment
PAY_00130,CUST_00635,6874,card,2026-08-19T17:58:00,insufficient_funds,insufficient_funds,True,1,2026-08-24,treatment
PAY_00131,CUST_00459,3752,netbanking,2026-08-14T03:59:00,incorrect_card_expiry_date,customer_input_error,True,1,2026-08-18,treatment
PAY_00132,CUST_00314,1844,card,2026-08-04T22:10:00,payment_collect_request_expired,session_expiry,True,1,2026-08-10,control
PAY_00133,CUST_00201,2051,netbanking,2026-08-03T15:22:00,incorrect_otp,customer_input_error,True,1,2026-08-05,treatment
PAY_00134,CUST_00597,206,card,2026-08-03T18:12:00,incorrect_card_expiry_date,customer_input_error,True,1,2026-08-07,treatment
PAY_00135,CUST_00459,1409,card,2026-08-20T00:49:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-23,treatment
PAY_00136,CUST_00005,646,netbanking,2026-08-16T13:20:00,incorrect_otp,customer_input_error,False,1,2026-08-21,control
PAY_00137,CUST_00673,894,upi,2026-08-18T18:22:00,otp_attempts_exceeded,temporary_lockout,True,1,2026-08-18,treatment
PAY_00138,CUST_00080,1055,card,2026-08-26T03:20:00,reqauth_mandate_not_acknowledged,mandate_failure,False,1,2026-08-27,treatment
PAY_00139,CUST_00484,5051,card,2026-08-10T00:37:00,psp_app_not_available,technical_downtime,False,1,2026-08-10,treatment
PAY_00140,CUST_00728,5634,upi,2026-08-06T02:51:00,otp_expired,session_expiry,True,1,2026-08-06,treatment
PAY_00141,CUST_00557,1606,card,2026-08-22T08:40:00,payment_timed_out,session_expiry,True,1,2026-08-27,control
PAY_00142,CUST_00289,274,netbanking,2026-08-23T19:13:00,incorrect_cvv,customer_input_error,False,1,2026-08-30,treatment
PAY_00143,CUST_00515,1643,card,2026-08-02T13:31:00,card_expired,instrument_invalid,True,1,2026-08-03,treatment
PAY_00144,CUST_00553,4135,card,2026-08-27T22:40:00,debit_instrument_blocked,issuer_decline,False,1,2026-09-02,treatment
PAY_00145,CUST_00550,303,upi,2026-08-11T17:03:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-17,control
PAY_00146,CUST_00700,1888,card,2026-08-06T04:01:00,card_number_invalid,customer_input_error,True,1,2026-08-10,treatment
PAY_00147,CUST_00058,199,card,2026-08-22T21:49:00,card_declined,issuer_decline,False,1,2026-08-23,treatment
PAY_00148,CUST_00746,307,card,2026-08-09T13:56:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-15,treatment
PAY_00149,CUST_00141,9159,card,2026-08-03T23:34:00,debit_instrument_blocked,issuer_decline,True,1,2026-08-09,treatment
PAY_00150,CUST_00053,2860,netbanking,2026-08-02T12:25:00,insufficient_funds,insufficient_funds,True,1,2026-08-03,treatment
PAY_00151,CUST_00008,3850,card,2026-08-19T03:00:00,incorrect_cvv,customer_input_error,True,1,2026-08-19,control
PAY_00152,CUST_00347,5503,upi,2026-08-07T14:48:00,pin_attempts_exceeded,temporary_lockout,True,1,2026-08-13,control
PAY_00153,CUST_00546,27914,upi,2026-08-05T14:22:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-07,control
PAY_00154,CUST_00570,754,card,2026-08-10T22:18:00,debit_instrument_inactive,instrument_invalid,True,1,2026-08-16,treatment
PAY_00155,CUST_00216,821,upi,2026-08-27T09:48:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-29,control
PAY_00156,CUST_00053,9142,card,2026-08-14T12:00:00,insufficient_funds,insufficient_funds,False,1,2026-08-20,control
PAY_00157,CUST_00655,131,card,2026-08-14T12:01:00,otp_attempts_exceeded,temporary_lockout,True,1,2026-08-14,control
PAY_00158,CUST_00743,1210,card,2026-08-03T13:31:00,incorrect_otp,customer_input_error,True,1,2026-08-05,treatment
PAY_00159,CUST_00334,473,upi,2026-08-19T08:03:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-26,treatment
PAY_00160,CUST_00471,2418,card,2026-08-24T02:48:00,issuer_technical_error,technical_downtime,True,1,2026-08-25,treatment
PAY_00161,CUST_00621,102,card,2026-08-21T21:35:00,payment_cancelled,session_expiry,True,1,2026-08-24,treatment
PAY_00162,CUST_00485,427,upi,2026-08-03T17:16:00,card_declined,issuer_decline,False,1,2026-08-09,treatment
PAY_00163,CUST_00147,167,card,2026-08-20T22:30:00,incorrect_cvv,customer_input_error,False,1,2026-08-22,treatment
PAY_00164,CUST_00404,6098,upi,2026-08-15T12:39:00,psp_not_registered,instrument_invalid,True,1,2026-08-17,treatment
PAY_00165,CUST_00346,55137,card,2026-08-02T04:15:00,incorrect_pin,customer_input_error,True,1,2026-08-05,treatment
PAY_00166,CUST_00528,6803,card,2026-08-05T06:19:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-12,treatment
PAY_00167,CUST_00275,390,upi,2026-08-05T12:03:00,invalid_vpa,customer_input_error,True,1,2026-08-08,control
PAY_00168,CUST_00291,8436,upi,2026-08-07T21:09:00,bank_account_invalid,instrument_invalid,False,1,2026-08-14,treatment
PAY_00169,CUST_00077,2401,netbanking,2026-08-24T16:44:00,insufficient_funds,insufficient_funds,False,1,2026-08-31,control
PAY_00170,CUST_00053,2130,card,2026-08-26T01:21:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-26,treatment
PAY_00171,CUST_00304,1827,upi,2026-08-05T15:17:00,mandate_creation_failed,mandate_failure,False,1,2026-08-07,treatment
PAY_00172,CUST_00380,119,upi,2026-08-01T13:53:00,incorrect_cvv,customer_input_error,True,1,2026-08-06,treatment
PAY_00173,CUST_00413,1047,upi,2026-08-26T08:26:00,card_expired,instrument_invalid,True,1,2026-08-27,treatment
PAY_00174,CUST_00601,4775,card,2026-08-19T21:31:00,incorrect_pin,customer_input_error,True,1,2026-08-25,control
PAY_00175,CUST_00322,9246,card,2026-08-01T09:38:00,user_not_eligible,issuer_decline,False,1,2026-08-04,control
PAY_00176,CUST_00604,8266,card,2026-08-13T03:08:00,insufficient_funds,insufficient_funds,True,1,2026-08-14,treatment
PAY_00177,CUST_00347,55810,netbanking,2026-08-01T00:44:00,transaction_daily_limit_exceeded,limit_exceeded,True,1,2026-08-03,treatment
PAY_00178,CUST_00543,5293,upi,2026-08-10T15:19:00,incorrect_cvv,customer_input_error,False,1,2026-08-17,control
PAY_00179,CUST_00513,1489,netbanking,2026-08-05T06:28:00,otp_expired,session_expiry,True,1,2026-08-09,control
PAY_00180,CUST_00393,1257,netbanking,2026-08-24T06:44:00,incorrect_pin,customer_input_error,True,1,2026-08-28,treatment
PAY_00181,CUST_00332,894,netbanking,2026-08-22T14:39:00,payment_collect_request_expired,session_expiry,True,1,2026-08-29,control
PAY_00182,CUST_00122,295,netbanking,2026-08-18T01:36:00,gateway_technical_error,technical_downtime,True,1,2026-08-25,treatment
PAY_00183,CUST_00284,1234,netbanking,2026-08-22T16:25:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-24,treatment
PAY_00184,CUST_00005,311,card,2026-08-13T16:28:00,bank_cutoff_in_progress,technical_downtime,True,1,2026-08-19,treatment
PAY_00185,CUST_00157,400,upi,2026-08-09T09:16:00,otp_attempts_exceeded,temporary_lockout,False,1,2026-08-12,treatment
PAY_00186,CUST_00436,120,card,2026-08-25T07:53:00,bank_cutoff_in_progress,technical_downtime,False,1,2026-08-29,treatment
PAY_00187,CUST_00524,1607,card,2026-08-02T05:02:00,incorrect_pin,customer_input_error,True,1,2026-08-06,treatment
PAY_00188,CUST_00684,6471,card,2026-08-19T13:40:00,incorrect_otp,customer_input_error,False,1,2026-08-23,treatment
PAY_00189,CUST_00214,4176,card,2026-08-20T08:33:00,insufficient_funds,insufficient_funds,True,1,2026-08-27,treatment
PAY_00190,CUST_00014,538,upi,2026-08-16T20:40:00,incorrect_cvv,customer_input_error,True,1,2026-08-16,control
PAY_00191,CUST_00001,2141,netbanking,2026-08-20T08:17:00,otp_attempts_exceeded,temporary_lockout,True,1,2026-08-22,treatment
PAY_00192,CUST_00017,2023,card,2026-08-28T09:09:00,insufficient_funds,insufficient_funds,True,1,2026-09-03,treatment
PAY_00193,CUST_00116,450,upi,2026-08-03T16:57:00,invalid_vpa,customer_input_error,False,1,2026-08-05,treatment
PAY_00194,CUST_00656,4504,card,2026-08-13T22:32:00,payment_collect_request_expired,session_expiry,True,1,2026-08-19,control
PAY_00195,CUST_00739,29171,card,2026-08-23T19:48:00,payment_collect_request_expired,session_expiry,True,1,2026-08-30,control
PAY_00196,CUST_00604,2390,upi,2026-08-21T21:05:00,transaction_limit_exceeded,limit_exceeded,True,1,2026-08-25,treatment
PAY_00197,CUST_00370,110,upi,2026-08-19T09:26:00,debit_declined,issuer_decline,True,1,2026-08-21,treatment
PAY_00198,CUST_00461,446,upi,2026-08-19T00:09:00,incorrect_cvv,customer_input_error,True,1,2026-08-25,treatment
PAY_00199,CUST_00731,7258,card,2026-08-21T14:03:00,otp_expired,session_expiry,True,1,2026-08-28,treatment
PAY_00200,CUST_00207,2033,card,2026-08-03T17:34:00,incorrect_card_expiry_date,customer_input_error,True,1,2026-08-04,treatment
PAY_00201,CUST_00571,184,card,2026-08-12T16:38:00,incorrect_pin,customer_input_error,True,1,2026-08-19,treatment
PAY_00202,CUST_00159,402,netbanking,2026-08-22T15:25:00,card_expired,instrument_invalid,True,1,2026-08-22,treatment
PAY_00203,CUST_00090,2116,upi,2026-08-26T17:06:00,payment_session_expired,session_expiry,False,1,2026-08-27,treatment
PAY_00204,CUST_00664,404,upi,2026-08-01T12:24:00,user_not_eligible,issuer_decline,False,1,2026-08-04,treatment
PAY_00205,CUST_00568,1547,upi,2026-08-18T19:57:00,psp_app_not_available,technical_downtime,True,1,2026-08-18,treatment
PAY_00206,CUST_00335,1192,upi,2026-08-20T13:55:00,insufficient_funds,insufficient_funds,False,1,2026-08-27,treatment
PAY_00207,CUST_00174,587,netbanking,2026-08-22T06:06:00,debit_instrument_blocked,issuer_decline,True,1,2026-08-27,control
PAY_00208,CUST_00617,1039,upi,2026-08-24T07:33:00,card_number_invalid,customer_input_error,False,1,2026-08-27,control
PAY_00209,CUST_00494,430,upi,2026-08-21T22:06:00,bank_account_invalid,instrument_invalid,False,1,2026-08-28,control
PAY_00210,CUST_00402,1808,upi,2026-08-25T17:38:00,payment_failed,issuer_decline,False,1,2026-08-27,treatment
PAY_00211,CUST_00642,341,upi,2026-08-14T16:18:00,funds_blocked_by_mandate,insufficient_funds,True,1,2026-08-17,treatment
PAY_00212,CUST_00437,167,upi,2026-08-27T00:04:00,user_not_registered_for_netbanking,instrument_invalid,True,1,2026-08-30,treatment
PAY_00213,CUST_00510,35788,upi,2026-08-23T05:38:00,insufficient_funds,insufficient_funds,True,1,2026-08-26,treatment
PAY_00214,CUST_00339,215,netbanking,2026-08-23T21:19:00,payment_session_expired,session_expiry,False,1,2026-08-28,control
PAY_00215,CUST_00550,9010,upi,2026-08-14T12:01:00,funds_blocked_by_mandate,insufficient_funds,False,1,2026-08-20,control
PAY_00216,CUST_00647,348,card,2026-08-18T09:41:00,incorrect_otp,customer_input_error,False,1,2026-08-18,treatment
PAY_00217,CUST_00169,3310,card,2026-08-22T03:25:00,bank_not_available,technical_downtime,True,1,2026-08-29,treatment
