payment_id,downtime_ends_at,lockout_ends_at,limit_resets_at,is_structural_limit,is_deliberate_abandon
PAY_00092,,,,False,False
PAY_00093,,,2026-08-11T00:30:00,False,False
PAY_00094,,,,False,False
PAY_00095,,,,False,False
PAY_00096,,2026-08-14T00:22:12,,False,False
PAY_00097,,,,False,True
PAY_00098,,,,False,False
PAY_00099,,,,False,False
PAY_00100,,,,False,False
PAY_00101,,,,False,False
PAY_00102,,,,False,False
PAY_00103,,,,False,False
PAY_00104,,,,False,False
PAY_00105,,,,False,False
PAY_00106,,,,False,False
PAY_00107,,,,False,False
PAY_00108,,,,False,False
PAY_00109,,,,False,False
PAY_00110,,,,False,False
PAY_00111,,,,False,True
PAY_00112,,,,False,False
PAY_00113,,,,False,False
PAY_00114,,,,False,False
PAY_00115,,,,False,False
PAY_00116,,,,False,False
PAY_00117,2026-08-20T14:32:04,,,False,False
PAY_00118,,,,False,False
PAY_00119,,,,False,False
PAY_00120,2026-08-05T14:55:20,,,False,False
PAY_00121,2026-08-25T11:38:22,,,False,False
PAY_00122,,,,False,False
PAY_00123,,,,False,False
PAY_00124,,,,False,False
PAY_00125,,,,False,False
PAY_00126,,,,False,False
PAY_00127,,,,False,False
PAY_00128,,,,False,False
PAY_00129,,,,False,False
PAY_00130,,,,False,False
PAY_00131,,,,False,False
PAY_00132,,,,False,False
PAY_00133,,,,False,False
PAY_00134,,,,False,False
PAY_00135,,,,False,False
PAY_00136,,,,False,False
PAY_00137,,,,False,False
PAY_00138,,,,False,False
PAY_00139,,,,False,False
PAY_00140,,2026-08-19T15:34:32,,False,False
PAY_00141,,,,False,False
PAY_00142,2026-08-10T03:27:54,,,False,False
PAY_00143,2026-08-03T17:51:21,,,False,False
PAY_00144,,,,False,False
PAY_00145,,,2026-08-08T00:30:00,False,False
PAY_00146,,,,False,False
PAY_00147,,,,False,False
PAY_00148,,,,False,False
PAY_00149,,,,False,False
PAY_00150,,,,False,False
PAY_00151,,,,False,False
PAY_00152,,,,False,False
PAY_00153,,,2026-08-14T00:30:00,False,False
PAY_00154,2026-08-21T14:09:20,,,False,False
PAY_00155,2026-08-12T07:40:13,,,False,False
PAY_00156,,,,False,False
PAY_00157,,,,False,False
PAY_00158,,,,False,False
PAY_00159,2026-08-16T20:53:17,,,False,False
PAY_00160,,,,False,False
PAY_00161,2026-08-09T02:44:32,,,False,False
PAY_00162,,,,False,False
PAY_00163,,,,False,False
PAY_00164,,,,False,False
PAY_00165,,,,False,False
PAY_00166,,,2026-08-02T00:30:00,False,False
PAY_00167,,,,False,False
PAY_00168,,,,True,False
PAY_00169,2026-08-04T13:37:17,,,False,False
PAY_00170,,,,False,False
PAY_00171,,,,False,False
PAY_00172,,,,True,False
PAY_00173,,,,False,False
PAY_00174,,2026-08-18T05:45:13,,False,False
PAY_00175,,,,False,False
PAY_00176,2026-08-02T11:40:48,,,False,False
PAY_00177,,,,False,False
PAY_00178,,,,False,False
PAY_00179,,,,True,False
PAY_00180,,2026-08-19T18:26:18,,False,False
PAY_00181,2026-08-23T07:42:42,,,False,False
PAY_00182,,2026-08-14T12:17:13,,False,False
PAY_00183,,,,False,False
PAY_00184,,,,False,False
PAY_00185,,,,False,False
PAY_00186,,,,False,False
PAY_00187,,,,False,False
PAY_00188,,,,False,False
PAY_00189,,,,False,False
PAY_00190,,,,False,False
PAY_00191,,,,False,False
PAY_00192,,,,False,False
PAY_00193,2026-08-12T19:41:44,,,False,False
PAY_00194,,,,False,False
PAY_00195,,2026-08-20T22:11:32,,False,False
PAY_00196,,,,False,False
PAY_00197,,,,False,False
PAY_00198,,,,False,True
PAY_00199,,,,False,False
PAY_00200,,,,False,False
PAY_00201,,,,False,False
PAY_00202,,,,True,False
PAY_00203,,,,False,False
PAY_00204,,,,False,False
PAY_00205,2026-08-16T20:58:30,,,False,False
PAY_00206,,,,False,False
PAY_00207,,,,False,False
PAY_00208,,,,False,True
PAY_00209,,,,False,False
PAY_00210,,,,False,False
PAY_00211,,,,False,False
PAY_00212,,,,False,False
PAY_00213,,,,False,False
PAY_00214,,,,False,False
PAY_00215,,,,False,False
PAY_00216,,,,False,False
PAY_00217,,,,False,False
PAY_00218,,,,False,False
PAY_00219,,,,False,False
PAY_00220,,,,False,False
PAY_00221,2026-08-03T19:17:55,,,False,False
PAY_00222,,,,False,False
PAY_00223,,,,False,False
PAY_00224,,,,False,False
PAY_00225,,,,False,False
PAY_00226,2026-08-23T12:29:24,,,False,False
PAY_00227,,,,False,False
PAY_00228,,,,False,False
PAY_00229,,,,False,False
PAY_00230,,,,False,False
PAY_00231,,,,False,False
PAY_00232,,,,False,False
PAY_00233,,,,False,False
PAY_00234,,,,False,False
PAY_00235,2026-08-07T23:56:58,,,False,False
PAY_00236,,,,False,False
PAY_00237,2026-08-14T19:18:14,,,False,False
PAY_00238,,,,False,False
PAY_00239,,,,False,False
PAY_00240,2026-08-28T05:11:04,,,False,False
PAY_00241,,,,False,False
PAY_00242,,,,False,False
PAY_00243,,,,False,False
PAY_00244,,,,False,False
PAY_00245,,,,False,False
PAY_00246,,,,False,False
PAY_00247,,,,False,False
PAY_00248,,,,False,False
PAY_00249,,2026-08-16T02:27:18,,False,False
PAY_00250,,,,False,False
PAY_00251,,,,False,False
PAY_00252,2026-08-02T20:19:48,,,False,False
PAY_00253,,,2026-08-06T00:30:00,False,False
PAY_00254,,2026-08-28T10:23:42,,False,False
PAY_00255,,,,False,False
PAY_00256,,,,False,False
PAY_00257,,,,False,False
PAY_00258,,,,False,False
PAY_00259,,,,False,True
PAY_00260,,,,False,False
PAY_00261,,,,False,False
PAY_00262,,,,False,False
PAY_00263,,,,False,False
PAY_00264,,2026-08-18T05:55:44,,False,False
PAY_00265,,,2026-08-15T00:30:00,False,False
PAY_00266,,,,False,False
PAY_00267,,,,True,False
PAY_00268,,,,False,False
PAY_00269,,,,False,False
PAY_00270,,,,False,False
PAY_00271,,,,False,False
PAY_00272,,,,False,False
PAY_00273,,,,False,False
PAY_00274,,,2026-08-19T00:30:00,False,False
PAY_00275,,,,False,False
PAY_00276,,,,False,False
PAY_00277,2026-08-23T22:58:05,,,False,False
PAY_00278,,,,False,False
PAY_00279,,,,False,False
PAY_00280,,,,False,False
PAY_00281,,,,False,False
PAY_00282,,,,False,False
PAY_00283,2026-08-04T03:19:27,,,False,False
PAY_00284,,,,False,False
PAY_00285,,,,False,False
PAY_00286,,,,False,False
PAY_00287,,,,False,False
PAY_00288,,,,False,False
PAY_00289,,,,False,False
PAY_00290,,,,False,False
PAY_00291,,,,False,False
PAY_00292,,,,False,False
PAY_00293,,,,False,False
PAY_00294,,,,False,False
PAY_00295,,,,False,False
PAY_00296,,,,False,False
PAY_00297,,,,False,False
PAY_00298,,,,False,False
PAY_00299,,,,False,False
PAY_00300,,,,False,False
PAY_00301,2026-08-24T13:54:24,,,False,False
PAY_00302,,,,False,False
PAY_00303,,,,False,True
PAY_00304,,2026-08-14T22:02:47,,False,False
PAY_00305,,,,False,False
PAY_00306,,2026-08-28T02:39:31,,False,False
PAY_00307,,,,False,False
PAY_00308,,,,False,False
PAY_00309,,,,False,False
PAY_00310,,,,False,False
PAY_00311,,,,False,False
PAY_00312,2026-08-07T14:44:21,,,False,False
PAY_00313,,,,False,False
PAY_00314,,,,False,False
PAY_00315,,,,False,False
PAY_00316,,,,False,False
PAY_00317,2026-08-12T21:42:12,,,False,False
PAY_00318,,,,False,False
PAY_00319,,,,False,False
PAY_00320,,,,False,False
PAY_00321,,,,False,False
PAY_00322,,,,False,False
PAY_00323,,,,False,False
PAY_00324,2026-08-16T02:36:54,,,False,False
PAY_00325,2026-08-26T23:44:40,,,False,False
PAY_00326,2026-08-11T12:22:16,,,False,False
PAY_00327,,,,False,False
PAY_00328,2026-08-05T23:20:23,,,False,False
PAY_00329,,,,False,False
PAY_00330,,,,False,False
PAY_00331,,,,False,False
PAY_00332,,,,False,False
PAY_00333,,,,False,False
PAY_00334,2026-08-11T02:21:32,,,False,False
PAY_00335,,,2026-08-10T00:30:00,False,False
PAY_00336,,,2026-08-11T00:30:00,False,False
PAY_00337,,,,False,False
PAY_00338,,,,False,False
PAY_00339,2026-08-18T18:12:30,,,False,False
PAY_00340,,,,False,False
PAY_00341,,,,False,False
PAY_00342,,,,False,False
PAY_00343,,,,False,False
PAY_00344,,,,False,False
PAY_00345,2026-08-27T09:51:37,,,False,False
PAY_00346,,,,False,False
PAY_00347,,,,False,False
PAY_00348,,,,False,False
PAY_00349,,,,False,False
PAY_00350,,,,False,False
PAY_00351,,,,False,True
PAY_00352,2026-08-04T01:05:07,,,False,False
PAY_00353,,,,False,False
PAY_00354,,,,False,False
PAY_00355,,,,True,False
PAY_00356,,,,False,False
PAY_00357,,,,False,False
PAY_00358,,,,False,False
PAY_00359,,,,False,False
PAY_00360,,,,False,False
PAY_00361,,,,True,False
PAY_00362,,,,False,False
PAY_00363,,,,False,False
PAY_00364,,,,False,False
PAY_00365,,,,False,False
PAY_00366,,,,False,False
PAY_00367,,,,False,False
PAY_00368,,,,False,False
PAY_00369,,,,False,False
PAY_00370,2026-08-02T19:47:31,,,False,False
PAY_00371,2026-08-08T16:24:58,,,False,False
PAY_00372,,,2026-08-29T00:30:00,False,False
PAY_00373,,,,False,False
PAY_00374,,,,False,False
PAY_00375,,,,False,False
PAY_00376,,,,False,False
PAY_00377,2026-08-20T09:56:08,,,False,False
PAY_00378,,,,False,False
PAY_00379,,,,False,False
PAY_00380,,,,False,False
PAY_00381,,,,False,False
PAY_00382,,,,False,False
PAY_00383,,,,False,False
PAY_00384,,,,False,False
PAY_00385,,,,False,False
PAY_00386,,,,False,False
PAY_00387,,,,False,False
PAY_00388,,,,False,False
PAY_00389,,,,False,False
PAY_00390,,,,False,False
PAY_00391,,,,False,False
PAY_00392,,,,False,False
PAY_00393,,,,False,False
PAY_00394,,,,False,False
PAY_00395,,,,False,False
PAY_00396,,,,False,False
PAY_00397,,,,False,False
PAY_00398,,,,False,False
PAY_00399,,,,False,False
PAY_00400,,,,False,False
PAY_00401,,,,False,False
PAY_00402,,,,False,False
PAY_00403,2026-08-04T08:28:58,,,False,False
PAY_00404,,,,False,False
PAY_00405,,,,False,False
PAY_00406,,,,False,False
PAY_00407,,,,False,False
PAY_00408,,,,False,False
PAY_00409,,,,True,False
PAY_00410,,,,False,False
PAY_00411,,,,False,False
PAY_00412,,,,False,False
PAY_00413,,,,False,False
PAY_00414,,,,False,False
PAY_00415,,,,False,False
PAY_00416,,,,False,False
PAY_00417,,,,False,False
PAY_00418,,,,False,False
PAY_00419,2026-08-24T17:49:33,,,False,False
PAY_00420,,,,False,False
PAY_00421,2026-08-07T16:17:25,,,False,False
PAY_00422,,,,False,False
PAY_00423,,,,False,False
PAY_00424,,,,False,False
PAY_00425,,,,False,False
PAY_00426,,,,False,False
PAY_00427,,,,False,False
PAY_00428,,,,False,False
PAY_00429,,,,False,False
PAY_00430,,,,False,False
PAY_00431,,,,False,False
PAY_00432,,,,False,False
PAY_00433,,,,False,False
PAY_00434,,,,False,False
PAY_00435,,,,False,False
PAY_00436,,,,False,False
PAY_00437,2026-08-27T03:13:52,,,False,False
PAY_00438,2026-08-29T01:48:02,,,False,False
PAY_00439,,,2026-08-21T00:30:00,False,False
PAY_00440,,,,False,False
PAY_00441,,,,False,False
PAY_00442,,,,False,False
PAY_00443,,,,False,False
PAY_00444,,,,False,False
PAY_00445,,,,False,False
PAY_00446,,,,False,False
PAY_00447,,,,False,False
PAY_00448,,,,False,False
PAY_00449,,,,False,True
PAY_00450,,,,False,False
PAY_00451,2026-08-12T23:12:34,,,False,False
PAY_00452,,,2026-08-15T00:30:00,False,False
PAY_00453,,,,False,False
PAY_00454,,2026-08-15T17:25:43,,False,False
PAY_00455,,,,True,False
PAY_00456,,,,False,False
PAY_00457,,,,False,False
PAY_00458,,,,False,False
PAY_00459,,2026-08-19T06:06:24,,False,False
PAY_00460,,,,False,False
PAY_00461,,,,False,False
PAY_00462,2026-08-08T03:10:53,,,False,False
PAY_00463,2026-08-23T07:06:33,,,False,False
PAY_00464,,,,False,False
PAY_00465,,,,False,False
PAY_00466,,,,False,False
PAY_00467,,,,False,False
PAY_00468,2026-08-01T06:15:06,,,False,False
PAY_00469,2026-08-03T04:02:34,,,False,False
PAY_00470,,,,False,False
PAY_00471,,,,False,False
PAY_00472,2026-08-19T08:57:05,,,False,False
PAY_00473,,,,False,False
PAY_00474,,,,False,False
PAY_00475,,,,False,False
PAY_00476,,,,False,False
PAY_00477,,,,False,False
PAY_00478,,,,False,False
PAY_00479,,,,False,True
PAY_00480,,,,False,False
PAY_00481,,,,False,False
PAY_00482,,,,False,False
PAY_00483,,,,False,False
PAY_00484,,,,False,False
PAY_00485,,,,False,False
PAY_00486,,,,False,False
PAY_00487,,,,False,False
PAY_00488,,,,False,False
PAY_00489,,,,False,False
PAY_00490,,,,False,False
PAY_00491,,2026-08-18T09:54:55,,False,False
PAY_00492,,,,False,False
PAY_00493,,,,False,False
PAY_00494,,,,False,False
PAY_00495,,,,False,False
PAY_00496,,,,False,False
PAY_00497,,2026-08-06T23:37:30,,False,False
PAY_00498,,,,False,False
PAY_00499,,,,False,False
PAY_00500,,,,False,False
PAY_00501,,,,False,False
PAY_00502,,,,False,False
PAY_00503,2026-08-14T01:50:46,,,False,False
PAY_00504,,,,False,False
PAY_00505,2026-08-13T00:07:36,,,False,False
PAY_00506,,2026-08-18T07:08:06,,False,False
PAY_00507,,,,False,False
PAY_00508,,,,False,False
PAY_00509,2026-08-09T10:13:25,,,False,False
PAY_00510,,,,False,False
PAY_00511,,,,False,False
PAY_00512,,,,False,False
PAY_00513,2026-08-22T04:22:45,,,False,False
PAY_00514,,,,False,False
PAY_00515,,,,False,False
PAY_00516,,,,False,False
PAY_00517,,,,False,False
PAY_00518,,,,False,False
PAY_00519,2026-08-19T02:09:38,,,False,False
PAY_00520,,,,False,False
PAY_00521,,,,False,False
PAY_00522,2026-08-02T13:22:35,,,False,False
PAY_00523,,,,False,False
PAY_00524,2026-08-13T20:28:22,,,False,False
PAY_00525,,,,False,False
PAY_00526,,,,False,False
PAY_00527,,,,False,False
PAY_00528,,2026-08-18T19:51:59,,False,False
PAY_00529,,,,False,False
PAY_00530,,,,False,False
PAY_00531,,,,False,False
PAY_00532,,,,False,False
PAY_00533,,,,False,False
PAY_00534,,,,False,True
PAY_00535,,,,False,False
PAY_00536,,,,False,False
PAY_00537,,,,False,True
PAY_00538,,,,False,False
PAY_00539,,,,False,False
PAY_00540,,,,False,False
PAY_00541,,,,False,False
PAY_00542,,,,False,False
PAY_00543,,,,False,False
PAY_00544,,,,False,False
PAY_00545,,,,False,False
PAY_00546,,,,False,False
PAY_00547,2026-08-04T01:52:32,,,False,False
PAY_00548,,,,False,False
PAY_00549,,,,False,False
PAY_00550,2026-08-17T21:23:36,,,False,False
PAY_00551,,,,False,False
PAY_00552,,,,False,False
PAY_00553,,,,True,False
PAY_00554,,,,False,False
PAY_00555,,,,False,False
PAY_00556,,,,False,False
PAY_00557,,,,False,False
PAY_00558,,,,False,False
PAY_00559,2026-08-18T16:05:14,,,False,False
PAY_00560,,,,False,False
PAY_00561,,,,False,False
PAY_00562,,,,False,False
PAY_00563,,,,False,False
PAY_00564,2026-08-25T05:18:16,,,False,False
PAY_00565,,,,False,False
PAY_00566,,,,False,False
PAY_00567,,,,False,False
PAY_00568,,,,False,False
PAY_00569,,,,False,False
PAY_00570,,,,False,False
PAY_00571,,,,False,False
PAY_00572,,,,True,False
PAY_00573,,,2026-08-07T00:30:00,False,False
PAY_00574,2026-08-08T12:20:52,,,False,False
PAY_00575,2026-08-19T14:54:18,,,False,False
PAY_00576,,,,False,False
PAY_00577,,,,False,False
PAY_00578,,,,False,False
PAY_00579,2026-08-28T03:16:43,,,False,False
PAY_00580,2026-08-20T18:51:26,,,False,False
PAY_00581,2026-08-25T18:57:31,,,False,False
PAY_00582,,,,False,False
PAY_00583,,,,False,True
PAY_00584,,,,False,False
PAY_00585,,,,False,False
PAY_00586,,,,False,False
PAY_00587,,,,False,False
PAY_00588,,,,False,False
PAY_00589,,,,False,False
PAY_00590,,,,False,False
PAY_00591,2026-08-11T02:06:30,,,False,False
PAY_00592,,,,False,False
PAY_00593,,,,False,False
PAY_00594,,,,False,False
PAY_00595,,,,False,False
PAY_00596,2026-08-08T12:40:10,,,False,False
PAY_00597,,2026-08-29T11:27:23,,False,False
PAY_00598,,,,False,False
PAY_00599,,,,False,False
PAY_00600,2026-08-12T04:58:07,,,False,False
PAY_00601,,,,False,False
PAY_00602,2026-08-11T18:53:13,,,False,False
PAY_00603,,,2026-08-04T00:30:00,False,False
PAY_00604,,,,False,False
PAY_00605,,,,False,False
PAY_00606,,,,False,False
PAY_00607,,,,False,False
PAY_00608,,,,False,False
PAY_00609,,,,False,False
PAY_00610,2026-08-15T15:00:46,,,False,False
PAY_00611,2026-08-21T08:31:37,,,False,False
PAY_00612,,,2026-08-08T00:30:00,False,False
PAY_00613,,,,False,False
PAY_00614,,,,False,False
PAY_00615,,,,False,False
PAY_00616,,,,False,False
PAY_00617,,,,False,False
PAY_00618,,,,False,False
PAY_00619,2026-08-23T11:21:13,,,False,False
PAY_00620,,,,False,False
PAY_00621,2026-08-23T05:20:19,,,False,False
PAY_00622,,,,False,False
PAY_00623,,,,False,False
PAY_00624,,,,False,True
PAY_00625,2026-08-10T06:11:50,,,False,False
PAY_00626,,,,False,False
PAY_00627,2026-08-13T09:39:56,,,False,False
PAY_00628,,,,False,False
PAY_00629,,2026-08-12T01:48:47,,False,False
PAY_00630,,,,False,False
PAY_00631,,,,False,False
PAY_00632,2026-08-09T03:49:48,,,False,False
PAY_00633,,,,False,False
PAY_00634,,2026-08-14T11:04:57,,False,False
PAY_00635,,,,False,False
PAY_00636,2026-08-21T13:09:41,,,False,False
PAY_00637,2026-08-12T19:23:26,,,False,False
PAY_00638,,,,False,False
PAY_00639,,,,False,False
PAY_00640,2026-08-01T19:37:40,,,False,False
PAY_00641,,,,False,False
PAY_00642,2026-08-04T21:35:04,,,False,False
PAY_00643,2026-08-11T07:27:13,,,False,False
PAY_00644,,,,False,False
PAY_00645,,,,False,False
PAY_00646,,,,False,False
PAY_00647,,,,False,False
PAY_00648,,,,False,False
PAY_00649,2026-08-26T23:53:20,,,False,False
PAY_00650,,,,False,False
PAY_00651,,,,False,False
PAY_00652,2026-08-12T22:07:12,,,False,False
PAY_00653,,,,False,False
PAY_00654,,,,False,False
PAY_00655,,,,False,False
PAY_00656,,,,False,False
PAY_00657,,,,False,False
PAY_00658,,,,False,False
PAY_00659,,,2026-08-23T00:30:00,False,False
PAY_00660,,,,False,False
PAY_00661,,,,False,False
PAY_00662,,,,False,False
PAY_00663,,,,False,False
PAY_00664,,,,False,False
PAY_00665,,,,False,False
PAY_00666,,,,False,False
PAY_00667,,,,False,False
PAY_00668,,,,False,False
PAY_00669,,,2026-08-06T00:30:00,False,False
PAY_00670,,,,False,False
PAY_00671,2026-08-06T10:30:28,,,False,False
PAY_00672,,2026-08-06T01:13:40,,False,False
PAY_00673,,,,False,False
PAY_00674,2026-08-14T13:00:04,,,False,False
PAY_00675,,,,False,False
PAY_00676,2026-08-21T16:16:40,,,False,False
PAY_00677,,,,False,False
PAY_00678,,,,False,False
PAY_00679,,,,False,False
PAY_00680,,,,False,False
PAY_00681,,,,False,False
PAY_00682,,,,False,False
PAY_00683,,,,False,False
PAY_00684,,,,False,False
PAY_00685,,,,False,False
PAY_00686,2026-08-14T05:42:02,,,False,False
PAY_00687,2026-08-19T18:43:29,,,False,False
PAY_00688,,,,False,False
PAY_00689,,,,False,False
PAY_00690,,,,False,False
PAY_00691,,,,False,False
PAY_00692,,,,False,False
PAY_00693,,,,False,False
PAY_00694,,,,False,False
PAY_00695,,,,False,False
PAY_00696,,,,False,False
PAY_00697,,,,False,False
PAY_00698,,,,False,False
PAY_00699,,,,False,False
PAY_00700,,,,False,False
PAY_00701,,,,False,False
PAY_00702,,,,False,False
PAY_00703,,,,False,False
PAY_00704,,,,False,False
PAY_00705,,,,False,False
PAY_00706,,,,False,False
PAY_00707,,,,False,False
PAY_00708,,,,False,False
PAY_00709,2026-08-03T19:33:05,,,False,False
PAY_00710,,,,False,False
PAY_00711,,2026-08-22T06:22:11,,False,False
PAY_00712,2026-08-03T13:30:43,,,False,False
PAY_00713,,,,False,False
PAY_00714,,,,False,True
PAY_00715,,,,False,False
PAY_00716,2026-08-09T05:01:05,,,False,False
PAY_00717,,,,False,False
PAY_00718,,,,False,False
PAY_00719,,,,True,False
PAY_00720,,,,False,False
PAY_00721,,,,False,False
PAY_00722,,,,False,False
PAY_00723,,,,False,False
PAY_00724,,,,False,False
PAY_00725,,,,False,False
PAY_00726,,,,False,False
PAY_00727,,,2026-08-09T00:30:00,False,False
PAY_00728,,,,False,False
PAY_00729,,,,False,False
PAY_00730,,,,False,False
PAY_00731,,,,False,False
PAY_00732,,,,False,False
PAY_00733,,,,False,False
PAY_00734,,,,False,False
PAY_00735,,,,False,False
PAY_00736,,,,False,False
PAY_00737,2026-08-01T12:29:42,,,False,False
PAY_00738,,,,False,False
PAY_00739,,,,False,False
PAY_00740,,,,False,False
PAY_00741,2026-08-18T22:39:00,,,False,False
PAY_00742,,,,False,False
PAY_00743,,,,False,False
PAY_00744,,,,False,False
PAY_00745,,,,False,False
PAY_00746,,,,False,False
PAY_00747,,,,False,False
PAY_00748,,,,False,False
PAY_00749,,,2026-08-16T00:30:00,False,False
PAY_00750,,,2026-08-11T00:30:00,False,False
PAY_00751,,,,False,False
PAY_00752,,,,False,False
PAY_00753,,,,False,False
PAY_00754,,,,False,False
PAY_00755,2026-08-13T08:38:07,,,False,False
PAY_00756,,,,False,False
PAY_00757,,,,False,False
PAY_00758,,2026-08-13T18:48:17,,False,False
PAY_00759,,,,False,False
PAY_00760,,,,False,False
PAY_00761,,,,False,False
PAY_00762,,,,False,False
PAY_00763,,,,False,False
PAY_00764,,,,False,False
PAY_00765,,,,False,False
PAY_00766,2026-08-01T07:43:52,,,False,False
PAY_00767,,,,False,False
PAY_00768,,,,False,False
PAY_00769,,,,False,False
PAY_00770,,2026-08-24T17:25:11,,False,False
PAY_00771,,,,False,True
PAY_00772,,,,False,False
PAY_00773,,,,False,False
PAY_00774,,,,False,False
PAY_00775,,,,True,False
PAY_00776,,,,False,False
PAY_00777,,,,False,False
PAY_00778,,,,False,False
PAY_00779,,,,False,False
PAY_00780,,,,False,False
PAY_00781,,,,False,False
PAY_00782,,,,False,False
PAY_00783,,,,False,False
PAY_00784,2026-08-05T23:59:09,,,False,False
PAY_00785,,,,False,False
PAY_00786,,,,False,False
PAY_00787,,,,False,False
PAY_00788,,,,False,True
PAY_00789,2026-08-07T17:01:18,,,False,False
PAY_00790,,,,False,True
PAY_00791,,,,False,False
PAY_00792,,,,False,False
PAY_00793,,,,False,False
PAY_00794,,,2026-08-27T00:30:00,False,False
PAY_00795,,2026-08-21T10:10:02,,False,False
PAY_00796,,,,False,False
PAY_00797,,,,False,False
PAY_00798,,,,False,False
PAY_00799,,,,False,False
PAY_00800,,,,False,True
PAY_00801,,,,False,False
PAY_00802,,,2026-08-04T00:30:00,False,False
PAY_00803,,,2026-08-29T00:30:00,False,False
PAY_00804,,,,False,False
PAY_00805,,,,False,False
PAY_00806,,,,False,False
PAY_00807,,,,False,False
PAY_00808,,,,False,True
PAY_00809,2026-08-03T01:30:40,,,False,False
PAY_00810,,,,False,False
PAY_00811,,,,True,False
PAY_00812,2026-08-24T09:07:46,,,False,False
PAY_00813,,,,False,False
PAY_00814,,,,False,False
PAY_00815,,,,True,False
PAY_00816,,,,False,False
PAY_00817,,,,False,False
PAY_00818,,,,False,False
PAY_00819,2026-08-14T07:33:00,,,False,False
PAY_00820,2026-08-02T10:16:31,,,False,False
PAY_00821,2026-08-06T17:38:02,,,False,False
PAY_00822,,2026-08-05T10:52:51,,False,False
PAY_00823,,,,False,False
PAY_00824,,,,False,False
PAY_00825,2026-08-25T19:49:48,,,False,False
PAY_00826,,,,False,False
PAY_00827,,,,False,False
PAY_00828,,,,False,False
PAY_00829,,,,False,False
PAY_00830,,,,False,False
PAY_00831,,,,False,False
PAY_00832,,,,False,False
PAY_00833,,,,False,False
PAY_00834,2026-08-03T14:41:29,,,False,False
PAY_00835,,,,False,False
PAY_00836,,,,False,False
PAY_00837,,,2026-08-23T00:30:00,False,False
PAY_00838,,,,False,False
PAY_00839,,,,False,False
PAY_00840,,,,True,False
PAY_00841,,,,False,False
PAY_00842,,,,False,False
PAY_00843,,,,False,False
